"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:0002792"	"negative regulation of peptide secretion"	0.000215609269559184	0.00284067027537066	NA
"GO:0002764"	"immune response-regulating signaling pathway"	0.000224026772136408	0.00294166697775089	NA
"GO:1905517"	"macrophage migration"	0.000228585762540774	0.0029914919358597	NA
"GO:0048016"	"inositol phosphate-mediated signaling"	0.000248567617830043	0.00324215029522986	NA
"GO:0001660"	"fever generation"	0.000253160170509495	0.00328018459338958	NA
"GO:0050711"	"negative regulation of interleukin-1 secretion"	0.000253160170509495	0.00328018459338958	NA
"GO:0032652"	"regulation of interleukin-1 production"	0.00025586360755909	0.00329340229071947	NA
"GO:1905954"	"positive regulation of lipid localization"	0.00025586360755909	0.00329340229071947	NA
"GO:1902107"	"positive regulation of leukocyte differentiation"	0.000275982882512785	0.00353238077043079	NA
"GO:0072330"	"monocarboxylic acid biosynthetic process"	0.000278104201803758	0.00353238077043079	NA
"GO:0006874"	"cellular calcium ion homeostasis"	0.000284260780177667	0.00353238077043079	NA
"GO:0046890"	"regulation of lipid biosynthetic process"	0.000287272144524412	0.00353238077043079	NA
"GO:0034763"	"negative regulation of transmembrane transport"	0.000288338766003545	0.00353238077043079	NA
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	0.000288338766003545	0.00353238077043079	NA
"GO:0046683"	"response to organophosphorus"	0.00028872736859805	0.00353238077043079	NA
"GO:0019371"	"cyclooxygenase pathway"	0.000289776188936439	0.00353238077043079	NA
"GO:0031446"	"regulation of fast-twitch skeletal muscle fiber contraction"	0.000289776188936439	0.00353238077043079	NA
"GO:0031448"	"positive regulation of fast-twitch skeletal muscle fiber contraction"	0.000289776188936439	0.00353238077043079	NA
"GO:0048769"	"sarcomerogenesis"	0.000289776188936439	0.00353238077043079	NA
"GO:0070488"	"neutrophil aggregation"	0.000289776188936439	0.00353238077043079	NA
"GO:0070960"	"positive regulation of neutrophil mediated cytotoxicity"	0.000289776188936439	0.00353238077043079	NA
"GO:0070961"	"positive regulation of neutrophil mediated killing of symbiont cell"	0.000289776188936439	0.00353238077043079	NA
"GO:0071691"	"cardiac muscle thin filament assembly"	0.000289776188936439	0.00353238077043079	NA
"GO:1900141"	"regulation of oligodendrocyte apoptotic process"	0.000289776188936439	0.00353238077043079	NA
"GO:1900150"	"regulation of defense response to fungus"	0.000289776188936439	0.00353238077043079	NA
"GO:1901016"	"regulation of potassium ion transmembrane transporter activity"	0.000292485910029304	0.00355433964579089	NA
"GO:0042129"	"regulation of T cell proliferation"	0.000298936076471229	0.00362147636913907	NA
"GO:0045637"	"regulation of myeloid cell differentiation"	0.000302058412187509	0.00364800792249914	NA
"GO:0002573"	"myeloid leukocyte differentiation"	0.000312532005168735	0.00375134274915724	NA
"GO:0048545"	"response to steroid hormone"	0.000312532005168735	0.00375134274915724	NA
"GO:0051271"	"negative regulation of cellular component movement"	0.000318505429309311	0.00376988951962194	NA
"GO:0014819"	"regulation of skeletal muscle contraction"	0.0003198577358841	0.00376988951962194	NA
"GO:0018119"	"peptidyl-cysteine S-nitrosylation"	0.0003198577358841	0.00376988951962194	NA
"GO:0051284"	"positive regulation of sequestering of calcium ion"	0.0003198577358841	0.00376988951962194	NA
"GO:0051712"	"positive regulation of killing of cells of other organism"	0.0003198577358841	0.00376988951962194	NA
"GO:0070486"	"leukocyte aggregation"	0.0003198577358841	0.00376988951962194	NA
"GO:0031348"	"negative regulation of defense response"	0.000323304202969054	0.00378990862557227	NA
"GO:0042593"	"glucose homeostasis"	0.000323493350611076	0.00378990862557227	NA
"GO:0033500"	"carbohydrate homeostasis"	0.000333275644903643	0.00389285850300882	NA
"GO:1902624"	"positive regulation of neutrophil migration"	0.000341296870812644	0.00394819478258713	NA
"GO:0032720"	"negative regulation of tumor necrosis factor production"	0.000342049075210079	0.00394819478258713	NA
"GO:0097006"	"regulation of plasma lipoprotein particle levels"	0.000342049075210079	0.00394819478258713	NA
"GO:0150076"	"neuroinflammatory response"	0.000342049075210079	0.00394819478258713	NA
"GO:0002366"	"leukocyte activation involved in immune response"	0.000353582387453589	0.00406931730031145	NA
"GO:0006631"	"fatty acid metabolic process"	0.000361242431120824	0.00414528338116066	NA
"GO:0016999"	"antibiotic metabolic process"	0.000364024527814483	0.00415390099475047	NA
"GO:0030217"	"T cell differentiation"	0.000364116545157018	0.00415390099475047	NA
"GO:1903556"	"negative regulation of tumor necrosis factor superfamily cytokine production"	0.000369090582285465	0.00419840537349717	NA
"GO:0051928"	"positive regulation of calcium ion transport"	0.000380913255323489	0.00432032918284294	NA
"GO:0034381"	"plasma lipoprotein particle clearance"	0.000382368504774344	0.00432430046006361	NA
"GO:0014066"	"regulation of phosphatidylinositol 3-kinase signaling"	0.000385472305072716	0.00434270281464877	NA
"GO:0043434"	"response to peptide hormone"	0.000393616878307792	0.00434270281464877	NA
"GO:0006898"	"receptor-mediated endocytosis"	0.000394581250633721	0.00434270281464877	NA
"GO:0055074"	"calcium ion homeostasis"	0.000396454729815946	0.00434270281464877	NA
"GO:0010523"	"negative regulation of calcium ion transport into cytosol"	0.000396912238979296	0.00434270281464877	NA
"GO:0017014"	"protein nitrosylation"	0.000396912238979296	0.00434270281464877	NA
"GO:0051709"	"regulation of killing of cells of other organism"	0.000396912238979296	0.00434270281464877	NA
"GO:0060100"	"positive regulation of phagocytosis, engulfment"	0.000396912238979296	0.00434270281464877	NA
"GO:0061430"	"bone trabecula morphogenesis"	0.000396912238979296	0.00434270281464877	NA
"GO:1905155"	"positive regulation of membrane invagination"	0.000396912238979296	0.00434270281464877	NA
"GO:0002263"	"cell activation involved in immune response"	0.000397301776116648	0.00434270281464877	NA
"GO:0045661"	"regulation of myoblast differentiation"	0.000397716861561474	0.00434270281464877	NA
"GO:0045598"	"regulation of fat cell differentiation"	0.000398423284042655	0.00434270281464877	NA
"GO:0050670"	"regulation of lymphocyte proliferation"	0.000421036896727241	0.00457643715803804	NA
"GO:1901861"	"regulation of muscle tissue development"	0.000422366058996943	0.00457816728214692	NA
"GO:0014002"	"astrocyte development"	0.000426853788981936	0.00458867823155582	NA
"GO:0045987"	"positive regulation of smooth muscle contraction"	0.000426853788981936	0.00458867823155582	NA
"GO:0048009"	"insulin-like growth factor receptor signaling pathway"	0.000426853788981936	0.00458867823155582	NA
"GO:0002221"	"pattern recognition receptor signaling pathway"	0.000435373684164458	0.00465469187468723	NA
"GO:0034341"	"response to interferon-gamma"	0.000435373684164458	0.00465469187468723	NA
"GO:0032944"	"regulation of mononuclear cell proliferation"	0.000448936398030597	0.00478661614575947	NA
"GO:0033559"	"unsaturated fatty acid metabolic process"	0.000454640285721283	0.00483425934246571	NA
"GO:0072503"	"cellular divalent inorganic cation homeostasis"	0.000465496223243791	0.00493627837819229	NA
"GO:0002675"	"positive regulation of acute inflammatory response"	0.000474911277271893	0.00499655492130788	NA
"GO:0061756"	"leukocyte adhesion to vascular endothelial cell"	0.000474911277271893	0.00499655492130788	NA
"GO:0002758"	"innate immune response-activating signal transduction"	0.00047501109908677	0.00499655492130788	NA
"GO:0034766"	"negative regulation of ion transmembrane transport"	0.000479725223639634	0.00503261340509889	NA
"GO:0040013"	"negative regulation of locomotion"	0.000483078892881184	0.00503348444656535	NA
"GO:0045989"	"positive regulation of striated muscle contraction"	0.00048495365099799	0.00503348444656535	NA
"GO:0051852"	"disruption by host of symbiont cells"	0.00048495365099799	0.00503348444656535	NA
"GO:0051873"	"killing by host of symbiont cells"	0.00048495365099799	0.00503348444656535	NA
"GO:0045926"	"negative regulation of growth"	0.000498317221900109	0.00515850605633632	NA
"GO:0031640"	"killing of cells of other organism"	0.000526700552093834	0.00537937866704398	NA
"GO:0044364"	"disruption of cells of other organism"	0.000526700552093834	0.00537937866704398	NA
"GO:2000403"	"positive regulation of lymphocyte migration"	0.000526700552093834	0.00537937866704398	NA
"GO:0000768"	"syncytium formation by plasma membrane fusion"	0.000529276970818281	0.00537937866704398	NA
"GO:0006801"	"superoxide metabolic process"	0.000529276970818281	0.00537937866704398	NA
"GO:0050710"	"negative regulation of cytokine secretion"	0.000529276970818281	0.00537937866704398	NA
"GO:0140253"	"cell-cell fusion"	0.000529276970818281	0.00537937866704398	NA
"GO:0002367"	"cytokine production involved in immune response"	0.000533121306825958	0.00540441366220201	NA
"GO:0106106"	"cold-induced thermogenesis"	0.000539811277321314	0.00544402455710902	NA
"GO:0120161"	"regulation of cold-induced thermogenesis"	0.000539811277321314	0.00544402455710902	NA
"GO:0006813"	"potassium ion transport"	0.00055883029593034	0.0056085300649608	NA
"GO:0002224"	"toll-like receptor signaling pathway"	0.00056149490529381	0.0056085300649608	NA
"GO:0009408"	"response to heat"	0.00056149490529381	0.0056085300649608	NA
"GO:0019233"	"sensory perception of pain"	0.00056290831489132	0.0056085300649608	NA
"GO:0002757"	"immune response-activating signal transduction"	0.000574527033587756	0.0056085300649608	NA
"GO:0031443"	"fast-twitch skeletal muscle fiber contraction"	0.000575770384398071	0.0056085300649608	NA
"GO:0035995"	"detection of muscle stretch"	0.000575770384398071	0.0056085300649608	NA
"GO:0070947"	"neutrophil mediated killing of fungus"	0.000575770384398071	0.0056085300649608	NA
"GO:0070949"	"regulation of neutrophil mediated killing of symbiont cell"	0.000575770384398071	0.0056085300649608	NA
"GO:0071724"	"response to diacyl bacterial lipopeptide"	0.000575770384398071	0.0056085300649608	NA
"GO:0071726"	"cellular response to diacyl bacterial lipopeptide"	0.000575770384398071	0.0056085300649608	NA
"GO:2000660"	"negative regulation of interleukin-1-mediated signaling pathway"	0.000575770384398071	0.0056085300649608	NA
"GO:2000669"	"negative regulation of dendritic cell apoptotic process"	0.000575770384398071	0.0056085300649608	NA
"GO:0030278"	"regulation of ossification"	0.000576189390777981	0.0056085300649608	NA
"GO:0006692"	"prostanoid metabolic process"	0.000582382081024543	0.00562681748900997	NA
"GO:0006693"	"prostaglandin metabolic process"	0.000582382081024543	0.00562681748900997	NA
"GO:0009620"	"response to fungus"	0.000582382081024543	0.00562681748900997	NA
"GO:0010934"	"macrophage cytokine production"	0.000584590464461412	0.00563424257989533	NA
"GO:0042136"	"neurotransmitter biosynthetic process"	0.000591027889857316	0.00568229025309995	NA
"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.000605086410274642	0.00579925976121454	NA
"GO:0006949"	"syncytium formation"	0.000606158252577753	0.00579925976121454	NA
"GO:0031099"	"regeneration"	0.000611458645886502	0.00583570166183874	NA
"GO:0014812"	"muscle cell migration"	0.000621752548767847	0.00590514010516647	NA
"GO:0043266"	"regulation of potassium ion transport"	0.000621752548767847	0.00590514010516647	NA
"GO:0044706"	"multi-multicellular organism process"	0.000626409006853733	0.00593495991239384	NA
"GO:0045444"	"fat cell differentiation"	0.00063093686959206	0.00596342021911529	NA
"GO:0050878"	"regulation of body fluid levels"	0.000633382210520898	0.00597210744522476	NA
"GO:0009636"	"response to toxic substance"	0.000648790950880639	0.00610038008805691	NA
"GO:0016485"	"protein processing"	0.000650104394766095	0.00610038008805691	NA
"GO:0042035"	"regulation of cytokine biosynthetic process"	0.000653701585802113	0.00611946006039155	NA
"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	0.000670874967965712	0.00626523567935521	NA
"GO:0014896"	"muscle hypertrophy"	0.000686908114932117	0.00639969393745089	NA
"GO:0042108"	"positive regulation of cytokine biosynthetic process"	0.000691120548798727	0.00642364538586561	NA
"GO:0060099"	"regulation of phagocytosis, engulfment"	0.000696410130457312	0.00642701141622514	NA
"GO:0071605"	"monocyte chemotactic protein-1 production"	0.000696410130457312	0.00642701141622514	NA
"GO:0071637"	"regulation of monocyte chemotactic protein-1 production"	0.000696410130457312	0.00642701141622514	NA
"GO:1905521"	"regulation of macrophage migration"	0.000706067366678995	0.00650080377838801	NA
"GO:0006690"	"icosanoid metabolic process"	0.00072140565483706	0.00661091411563797	NA
"GO:2000379"	"positive regulation of reactive oxygen species metabolic process"	0.00072140565483706	0.00661091411563797	NA
"GO:1903036"	"positive regulation of response to wounding"	0.000736795603413644	0.00673617101905979	NA
"GO:0002706"	"regulation of lymphocyte mediated immunity"	0.000742315803485831	0.00677081990452228	NA
"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	0.000757228123261249	0.00687478804250874	NA
"GO:0032649"	"regulation of interferon-gamma production"	0.000757228123261249	0.00687478804250874	NA
"GO:0043281"	"regulation of cysteine-type endopeptidase activity involved in apoptotic process"	0.000767445628035093	0.00695142301504935	NA
"GO:1900015"	"regulation of cytokine production involved in inflammatory response"	0.00077439525332756	0.0069981723470456	NA
"GO:2001259"	"positive regulation of cation channel activity"	0.000784688503418841	0.00707485279695375	NA
"GO:0032414"	"positive regulation of ion transmembrane transporter activity"	0.000794409831222126	0.00714603602200501	NA
"GO:0051250"	"negative regulation of lymphocyte activation"	0.000808146931387252	0.00720289851837458	NA
"GO:0009743"	"response to carbohydrate"	0.00081975894782242	0.00720289851837458	NA
"GO:0062012"	"regulation of small molecule metabolic process"	0.000820814621108757	0.00720289851837458	NA
"GO:0010880"	"regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.000820979488677501	0.00720289851837458	NA
"GO:0030502"	"negative regulation of bone mineralization"	0.000820979488677501	0.00720289851837458	NA
"GO:0043931"	"ossification involved in bone maturation"	0.000820979488677501	0.00720289851837458	NA
"GO:0051818"	"disruption of cells of other organism involved in symbiotic interaction"	0.000820979488677501	0.00720289851837458	NA
"GO:0051883"	"killing of cells in other organism involved in symbiotic interaction"	0.000820979488677501	0.00720289851837458	NA
"GO:0090026"	"positive regulation of monocyte chemotaxis"	0.000820979488677501	0.00720289851837458	NA
"GO:1903978"	"regulation of microglial cell activation"	0.000820979488677501	0.00720289851837458	NA
"GO:1905153"	"regulation of membrane invagination"	0.000820979488677501	0.00720289851837458	NA
"GO:0006939"	"smooth muscle contraction"	0.000832985477072509	0.0072756075263052	NA
"GO:0043123"	"positive regulation of I-kappaB kinase/NF-kappaB signaling"	0.000832985477072509	0.0072756075263052	NA
"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	0.000834866486026772	0.007275796347044	NA
"GO:0043403"	"skeletal muscle tissue regeneration"	0.000847263396666861	0.00735109017994995	NA
"GO:0048246"	"macrophage chemotaxis"	0.000847263396666861	0.00735109017994995	NA
"GO:0006959"	"humoral immune response"	0.000859398896046748	0.00743988469077639	NA
"GO:0046942"	"carboxylic acid transport"	0.000868814594567203	0.00750479361708933	NA
"GO:0050766"	"positive regulation of phagocytosis"	0.000887397403299676	0.0076484273989243	NA
"GO:0015849"	"organic acid transport"	0.000890957105397634	0.00766223110641965	NA
"GO:1990845"	"adaptive thermogenesis"	0.000906387323501181	0.00777783683521957	NA
"GO:0046394"	"carboxylic acid biosynthetic process"	0.000920087150335757	0.00787812039226218	NA
"GO:0001961"	"positive regulation of cytokine-mediated signaling pathway"	0.000924834687064154	0.00788426607948155	NA
"GO:0014904"	"myotube cell development"	0.000924834687064154	0.00788426607948155	NA
"GO:0001666"	"response to hypoxia"	0.000932980958314021	0.00793642280409296	NA
"GO:0016053"	"organic acid biosynthetic process"	0.000941088510678726	0.00796417789104286	NA
"GO:0071383"	"cellular response to steroid hormone stimulus"	0.000941145941924372	0.00796417789104286	NA
"GO:0055008"	"cardiac muscle tissue morphogenesis"	0.000942349696793468	0.00796417789104286	NA
"GO:0014724"	"regulation of twitch skeletal muscle contraction"	0.000953360073736364	0.00797706601505104	NA
"GO:0061476"	"response to anticoagulant"	0.000953360073736364	0.00797706601505104	NA
"GO:0097252"	"oligodendrocyte apoptotic process"	0.000953360073736364	0.00797706601505104	NA
"GO:2000427"	"positive regulation of apoptotic cell clearance"	0.000953360073736364	0.00797706601505104	NA
"GO:0035584"	"calcium-mediated signaling using intracellular calcium source"	0.000958845190350329	0.00797706601505104	NA
"GO:0051195"	"negative regulation of cofactor metabolic process"	0.000958845190350329	0.00797706601505104	NA
"GO:0070498"	"interleukin-1-mediated signaling pathway"	0.000958845190350329	0.00797706601505104	NA
"GO:0046677"	"response to antibiotic"	0.000960183514717363	0.00797706601505104	NA
"GO:0030193"	"regulation of blood coagulation"	0.000999792372124091	0.00827124507115668	NA
"GO:0019730"	"antimicrobial humoral response"	0.00100193461889299	0.00827124507115668	NA
"GO:0051209"	"release of sequestered calcium ion into cytosol"	0.00100193461889299	0.00827124507115668	NA
"GO:0002534"	"cytokine production involved in inflammatory response"	0.00100727212749966	0.00829780175769716	NA
"GO:0002819"	"regulation of adaptive immune response"	0.00102585827618471	0.00843315847628314	NA
"GO:1900046"	"regulation of hemostasis"	0.00105979497347508	0.00869387365033123	NA
"GO:0045981"	"positive regulation of nucleotide metabolic process"	0.00109473871871792	0.00889519396058209	NA
"GO:1900544"	"positive regulation of purine nucleotide metabolic process"	0.00109473871871792	0.00889519396058209	NA
"GO:0032411"	"positive regulation of transporter activity"	0.00109570239943792	0.00889519396058209	NA
"GO:0043500"	"muscle adaptation"	0.00109570239943792	0.00889519396058209	NA
"GO:0051283"	"negative regulation of sequestering of calcium ion"	0.00109570239943792	0.00889519396058209	NA
"GO:0010876"	"lipid localization"	0.00109949021081388	0.00890746417166608	NA
"GO:0010759"	"positive regulation of macrophage chemotaxis"	0.00111053411417221	0.00894139915381861	NA
"GO:0014808"	"release of sequestered calcium ion into cytosol by sarcoplasmic reticulum"	0.00111053411417221	0.00894139915381861	NA
"GO:0070977"	"bone maturation"	0.00111053411417221	0.00894139915381861	NA
"GO:0038034"	"signal transduction in absence of ligand"	0.00112242755806431	0.00898171581739394	NA
"GO:0051279"	"regulation of release of sequestered calcium ion into cytosol"	0.00112242755806431	0.00898171581739394	NA
"GO:0097192"	"extrinsic apoptotic signaling pathway in absence of ligand"	0.00112242755806431	0.00898171581739394	NA
"GO:0042742"	"defense response to bacterium"	0.00113098404329753	0.00903171543147602	NA
"GO:0048871"	"multicellular organismal homeostasis"	0.00113945170879699	0.00908080353670596	NA
"GO:0042089"	"cytokine biosynthetic process"	0.00114503839006094	0.00910677890306595	NA
"GO:2001257"	"regulation of cation channel activity"	0.00117234452057897	0.0093050387607008	NA
"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	0.0011762831684162	0.00931740088666519	NA
"GO:0120163"	"negative regulation of cold-induced thermogenesis"	0.00118739734812404	0.00935152415293471	NA
"GO:0043154"	"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process"	0.00118776067058741	0.00935152415293471	NA
"GO:0070613"	"regulation of protein processing"	0.00118776067058741	0.00935152415293471	NA
"GO:0050868"	"negative regulation of T cell activation"	0.00119605909206839	0.00937911668790301	NA
"GO:0051282"	"regulation of sequestering of calcium ion"	0.00119605909206839	0.00937911668790301	NA
"GO:0009266"	"response to temperature stimulus"	0.00121486079263412	0.00948852351612241	NA
"GO:0048660"	"regulation of smooth muscle cell proliferation"	0.00121486079263412	0.00948852351612241	NA
"GO:0044070"	"regulation of anion transport"	0.00124880240060208	0.00971362530726954	NA
"GO:0051208"	"sequestering of calcium ion"	0.00124880240060208	0.00971362530726954	NA
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	0.00125282827419619	0.00971362530726954	NA
"GO:0050818"	"regulation of coagulation"	0.0012558653176547	0.00971362530726954	NA
"GO:0002218"	"activation of innate immune response"	0.00125857603649007	0.00971362530726954	NA
"GO:0043122"	"regulation of I-kappaB kinase/NF-kappaB signaling"	0.00125857603649007	0.00971362530726954	NA
"GO:0010884"	"positive regulation of lipid storage"	0.00127655377534093	0.0097752542522682	NA
"GO:0031649"	"heat generation"	0.00127655377534093	0.0097752542522682	NA
"GO:0032691"	"negative regulation of interleukin-1 beta production"	0.00127655377534093	0.0097752542522682	NA
"GO:1903514"	"release of sequestered calcium ion into cytosol by endoplasmic reticulum"	0.00127655377534093	0.0097752542522682	NA
"GO:0050850"	"positive regulation of calcium-mediated signaling"	0.00128541068234278	0.00980470175440018	NA
"GO:0050873"	"brown fat cell differentiation"	0.00128541068234278	0.00980470175440018	NA
"GO:0046717"	"acid secretion"	0.0013033065316426	0.00992186470489785	NA
"GO:0010035"	"response to inorganic substance"	0.00131914735615822	0.0100229584556255	NA
"GO:0002718"	"regulation of cytokine production involved in immune response"	0.00132681294223781	0.0100422031779043	NA
"GO:1903317"	"regulation of protein maturation"	0.00132681294223781	0.0100422031779043	NA
"GO:0018212"	"peptidyl-tyrosine modification"	0.00134415895989588	0.0101538494402945	NA
"GO:0032609"	"interferon-gamma production"	0.00135961001473713	0.0102310653608969	NA
"GO:0042107"	"cytokine metabolic process"	0.00135961001473713	0.0102310653608969	NA
"GO:0014888"	"striated muscle adaptation"	0.00138894106336008	0.0104317205008215	NA
"GO:0070339"	"response to bacterial lipopeptide"	0.00142072285659272	0.0105289555641048	NA
"GO:0070948"	"regulation of neutrophil mediated cytotoxicity"	0.00142072285659272	0.0105289555641048	NA
"GO:0071220"	"cellular response to bacterial lipoprotein"	0.00142072285659272	0.0105289555641048	NA
"GO:0071221"	"cellular response to bacterial lipopeptide"	0.00142072285659272	0.0105289555641048	NA
"GO:1900157"	"regulation of bone mineralization involved in bone maturation"	0.00142072285659272	0.0105289555641048	NA
"GO:2000425"	"regulation of apoptotic cell clearance"	0.00142072285659272	0.0105289555641048	NA
"GO:2000659"	"regulation of interleukin-1-mediated signaling pathway"	0.00142072285659272	0.0105289555641048	NA
"GO:0048659"	"smooth muscle cell proliferation"	0.00144589622413201	0.0106952588374831	NA
"GO:0043501"	"skeletal muscle adaptation"	0.0014573927277921	0.0107396944328634	NA
"GO:0072202"	"cell differentiation involved in metanephros development"	0.0014573927277921	0.0107396944328634	NA
"GO:0014910"	"regulation of smooth muscle cell migration"	0.00147752492451755	0.0107864832642485	NA
"GO:0032611"	"interleukin-1 beta production"	0.00147752492451755	0.0107864832642485	NA
"GO:0045844"	"positive regulation of striated muscle tissue development"	0.00147752492451755	0.0107864832642485	NA
"GO:0048636"	"positive regulation of muscle organ development"	0.00147752492451755	0.0107864832642485	NA
"GO:1901379"	"regulation of potassium ion transmembrane transport"	0.00147752492451755	0.0107864832642485	NA
"GO:0033003"	"regulation of mast cell activation"	0.00149815040816809	0.0108963987865459	NA
"GO:0060760"	"positive regulation of response to cytokine stimulus"	0.00149815040816809	0.0108963987865459	NA
"GO:0001503"	"ossification"	0.00151369086365962	0.0109890025037108	NA
"GO:0051260"	"protein homooligomerization"	0.00154531879073132	0.0111978378298734	NA
"GO:1901863"	"positive regulation of muscle tissue development"	0.00155743412042982	0.0112647684163436	NA
"GO:0001912"	"positive regulation of leukocyte mediated cytotoxicity"	0.00164047591949366	0.0118435097287429	NA
"GO:0006869"	"lipid transport"	0.0016512030259932	0.0118519994988487	NA
"GO:0002693"	"positive regulation of cellular extravasation"	0.00165352095973866	0.0118519994988487	NA
"GO:0033622"	"integrin activation"	0.00165352095973866	0.0118519994988487	NA
"GO:2000116"	"regulation of cysteine-type endopeptidase activity"	0.00165376737193238	0.0118519994988487	NA
"GO:0014065"	"phosphatidylinositol 3-kinase signaling"	0.00166948725862174	0.0119427854533581	NA
"GO:2000117"	"negative regulation of cysteine-type endopeptidase activity"	0.00172672356459407	0.0123296885187164	NA
"GO:0009612"	"response to mechanical stimulus"	0.00176690263594001	0.0125936065836671	NA
"GO:0052548"	"regulation of endopeptidase activity"	0.00180479571341036	0.0128403011392268	NA
"GO:0070664"	"negative regulation of leukocyte proliferation"	0.00181625058270105	0.0128983457896719	NA
"GO:0002720"	"positive regulation of cytokine production involved in immune response"	0.00186146300821081	0.0131716179948081	NA
"GO:0030850"	"prostate gland development"	0.00186146300821081	0.0131716179948081	NA
"GO:0048799"	"animal organ maturation"	0.00186539028261207	0.0131755815448755	NA
"GO:0045995"	"regulation of embryonic development"	0.00187953565663795	0.0132515730169807	NA
"GO:0016202"	"regulation of striated muscle tissue development"	0.00188536899479515	0.0132687929435853	NA
"GO:0031960"	"response to corticosteroid"	0.00190913075979283	0.0133878649875795	NA
"GO:1904035"	"regulation of epithelial cell apoptotic process"	0.00190913075979283	0.0133878649875795	NA
"GO:1901568"	"fatty acid derivative metabolic process"	0.00195381515837004	0.0134709669670594	NA
"GO:0070588"	"calcium ion transmembrane transport"	0.00195572341242935	0.0134709669670594	NA
"GO:0019216"	"regulation of lipid metabolic process"	0.00196975429057232	0.0134709669670594	NA
"GO:0032102"	"negative regulation of response to external stimulus"	0.00196975429057232	0.0134709669670594	NA
"GO:0001955"	"blood vessel maturation"	0.00197606313291391	0.0134709669670594	NA
"GO:0003010"	"voluntary skeletal muscle contraction"	0.00197606313291391	0.0134709669670594	NA
"GO:0010727"	"negative regulation of hydrogen peroxide metabolic process"	0.00197606313291391	0.0134709669670594	NA
"GO:0010886"	"positive regulation of cholesterol storage"	0.00197606313291391	0.0134709669670594	NA
"GO:0014721"	"twitch skeletal muscle contraction"	0.00197606313291391	0.0134709669670594	NA
"GO:0032493"	"response to bacterial lipoprotein"	0.00197606313291391	0.0134709669670594	NA
"GO:0035754"	"B cell chemotaxis"	0.00197606313291391	0.0134709669670594	NA
"GO:0060372"	"regulation of atrial cardiac muscle cell membrane repolarization"	0.00197606313291391	0.0134709669670594	NA
"GO:0060526"	"prostate glandular acinus morphogenesis"	0.00197606313291391	0.0134709669670594	NA
"GO:0060527"	"prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis"	0.00197606313291391	0.0134709669670594	NA
"GO:0097048"	"dendritic cell apoptotic process"	0.00197606313291391	0.0134709669670594	NA
"GO:2000668"	"regulation of dendritic cell apoptotic process"	0.00197606313291391	0.0134709669670594	NA
"GO:0030199"	"collagen fibril organization"	0.00199499555552687	0.0135528083485706	NA
"GO:0051930"	"regulation of sensory perception of pain"	0.00199499555552687	0.0135528083485706	NA
"GO:0036293"	"response to decreased oxygen levels"	0.00200978117630462	0.0135833510669382	NA
"GO:0010951"	"negative regulation of endopeptidase activity"	0.00200990551182143	0.0135833510669382	NA
"GO:1903034"	"regulation of response to wounding"	0.00200990551182143	0.0135833510669382	NA
"GO:0001508"	"action potential"	0.00203029488952413	0.0136974894874274	NA
"GO:0097191"	"extrinsic apoptotic signaling pathway"	0.00206521798259169	0.0139091187020332	NA
"GO:0014909"	"smooth muscle cell migration"	0.00210524688027731	0.0141543488703181	NA
"GO:0002833"	"positive regulation of response to biotic stimulus"	0.00213500699984405	0.0142808245989569	NA
"GO:0050701"	"interleukin-1 secretion"	0.00213500699984405	0.0142808245989569	NA
"GO:0051931"	"regulation of sensory perception"	0.00213500699984405	0.0142808245989569	NA
"GO:0048634"	"regulation of muscle organ development"	0.00214071923203609	0.0142945978753536	NA
"GO:0015672"	"monovalent inorganic cation transport"	0.00219151452374792	0.0146088523533656	NA
"GO:0009749"	"response to glucose"	0.0022085454787263	0.0146973443167619	NA
"GO:0032956"	"regulation of actin cytoskeleton organization"	0.00223983134245497	0.0148802377640514	NA
"GO:0030099"	"myeloid cell differentiation"	0.0022568761241226	0.0149680614808335	NA
"GO:0042743"	"hydrogen peroxide metabolic process"	0.00228165478732891	0.0150812756466521	NA
"GO:0090303"	"positive regulation of wound healing"	0.00228165478732891	0.0150812756466521	NA
"GO:0045730"	"respiratory burst"	0.00233807085119366	0.0153762541860854	NA
"GO:0050849"	"negative regulation of calcium-mediated signaling"	0.00233807085119366	0.0153762541860854	NA
"GO:0060343"	"trabecula formation"	0.00233807085119366	0.0153762541860854	NA
"GO:0097553"	"calcium ion transmembrane import into cytosol"	0.0023590488331679	0.0154881847050101	NA
"GO:0009746"	"response to hexose"	0.00242201972786821	0.015874980226379	NA
"GO:0045824"	"negative regulation of innate immune response"	0.00243509532842317	0.0158879633250176	NA
"GO:0048260"	"positive regulation of receptor-mediated endocytosis"	0.00243509532842317	0.0158879633250176	NA
